Order_ID,Order_Date,ProductID,Quantity,customer_id,time_id,customer_name,gender,productName,productPrice,supplierID,supplierName,storeID,storeName,total_sale
176831,2019-04-01 07:39:00,53,1,53,23,Christian Bell,Male,OnePlus Buds Pro,149.99,22,OnePlus Technology,3,Sound Zone,149.99
189256,2019-04-01 07:27:00,76,1,75,22,Isaac Jenkins,Male,ASUS TUF Gaming VG279QM Monitor,349.99,13,ASUS,4,Game Zone,349.99
181016,2019-04-01 07:42:00,100,1,71,25,Owen Foster,Male,Microsoft Surface Pro 7,799.99,26,Microsoft Corporation,2,Tech Haven,799.99
193823,2019-04-01 07:49:00,22,1,82,28,Savannah Howard,Female,Corsair K95 RGB Platinum XT Mechanical Gaming Keyboard,199.99,9,Corsair,4,Game Zone,199.99
176603,2019-04-01 07:46:00,27,1,34,26,Lily Carter,Female,GoPro HERO10 Black Action Camera,499.99,36,GoPro Inc.,6,Photo World,499.99
180520,2019-04-01 07:46:00,30,1,54,27,Aubrey Cooper,Female,Samsung Galaxy Buds Pro,199.99,37,Samsung Electronics,3,Sound Zone,199.99
183822,2019-04-01 07:54:00,59,1,100,30,Genesis Mitchell,Female,NVIDIA GeForce RTX 3080 Graphics Card,699.99,24,NVIDIA Corporation,5,InnoTech,699.99
187999,2019-04-01 07:51:00,88,1,59,29,Isaiah Howard,Male,Dell Inspiron 14 Laptop,799.99,1,Dell Technologies,2,Tech Haven,799.99
177219,2019-04-01 07:59:00,19,1,65,33,Joseph Peterson,Male,Nikon D850 DSLR Camera,2999.99,29,Nikon Corporation,6,Photo World,2999.99
178720,2019-04-01 07:55:00,25,2,36,31,Evelyn Perez,Female,JBL Flip 5 Portable Bluetooth Speaker,99.99,14,JBL,3,Sound Zone,199.98
177553,2019-04-01 08:00:00,32,1,78,34,Ariana Peterson,Female,SteelSeries Arctis Pro Wireless Gaming Headset,329.99,30,SteelSeries,4,Game Zone,329.99
184775,2019-04-01 07:57:00,78,1,76,32,Audrey Perry,Female,Lenovo Yoga C930 2-in-1 Laptop,1199.99,7,Lenovo Group,2,Tech Haven,1199.99
180221,2019-04-01 08:00:00,80,1,32,35,Chloe Nelson,Female,Anker Soundcore Flare+ Portable Speaker,99.99,25,Anker Innovations,3,Sound Zone,99.99
184548,2019-04-01 08:02:00,13,1,54,36,Aubrey Cooper,Female,Samsung Galaxy Tab S7,649.99,37,Samsung Electronics,2,Tech Haven,649.99
188535,2019-04-01 08:18:00,27,1,36,40,Evelyn Perez,Female,GoPro HERO10 Black Action Camera,499.99,36,GoPro Inc.,6,Photo World,499.99
179069,2019-04-01 08:06:00,66,1,4,37,Emily Brown,Female,Acer Aspire 5 Laptop,549.99,6,Acer Inc.,2,Tech Haven,549.99
180003,2019-04-01 08:15:00,70,1,31,39,Matthew Adams,Male,Sennheiser HD 660 S Open-Back Headphones,499.99,31,Sennheiser,3,Sound Zone,499.99
193851,2019-04-01 08:09:00,83,1,55,38,Jonathan Bailey,Male,HyperX Alloy FPS Pro Mechanical Gaming Keyboard,69.99,17,HyperX (Kingston Technology),4,Game Zone,69.99
248151,2019-04-01 08:24:00,6,1,87,42,Luke Butler,Male,Xbox Series X,499.99,26,Microsoft Corporation,4,Game Zone,499.99
192696,2019-04-01 08:32:00,7,1,31,44,Matthew Adams,Male,AirPods Pro,249.99,16,Apple Inc.,3,Sound Zone,249.99
183517,2019-04-01 08:23:00,11,1,61,41,Thomas Brooks,Male,LG OLED C1 4K TV,2499.99,4,LG Electronics,1,Electro Mart,2499.99
248152,2019-04-01 08:24:00,15,1,35,43,Samuel Mitchell,Male,Microsoft Surface Laptop 4,1299.99,26,Microsoft Corporation,2,Tech Haven,1299.99
180711,2019-04-01 08:37:00,29,1,32,45,Chloe Nelson,Female,AOC CQ32G1 Curved Gaming Monitor,349.99,3,AOC International,4,Game Zone,349.99
191334,2019-04-01 08:46:00,44,1,60,49,Riley Ward,Female,Corsair Virtuoso RGB Wireless Gaming Headset,179.99,9,Corsair,4,Game Zone,179.99
187228,2019-04-01 08:38:00,69,1,74,47,Claire Long,Female,Samsung Odyssey G7 Gaming Monitor,699.99,37,Samsung Electronics,4,Game Zone,699.99
191947,2019-04-01 08:38:00,73,1,61,46,Thomas Brooks,Male,Apple iPad Pro (12.9-inch),1099.99,16,Apple Inc.,2,Tech Haven,1099.99
181218,2019-04-01 08:51:00,89,1,95,50,Sean Ramirez,Male,Canon EOS-1D X Mark III DSLR Camera,6499.99,15,Canon Inc.,6,Photo World,6499.99
177130,2019-04-01 08:43:00,98,1,52,48,Victoria Morgan,Female,MSI Optix MAG321CQR Curved Gaming Monitor,499.99,27,MSI (Micro-Star International),4,Game Zone,499.99
186564,2019-04-01 09:00:00,30,1,26,52,Abigail King,Female,Samsung Galaxy Buds Pro,199.99,37,Samsung Electronics,3,Sound Zone,199.99
177712,2019-04-01 08:53:00,30,1,61,51,Thomas Brooks,Male,Samsung Galaxy Buds Pro,199.99,37,Samsung Electronics,3,Sound Zone,199.99
183983,2019-04-01 09:00:00,33,1,26,53,Abigail King,Female,OnePlus 9 Pro,899.99,22,OnePlus Technology,1,Electro Mart,899.99
184738,2019-04-01 09:01:00,55,3,91,55,Brandon Ward,Male,Sonos Roam Portable Bluetooth Speaker,169.99,41,Sonos Inc.,3,Sound Zone,509.97
183201,2019-04-01 09:01:00,101,1,72,54,Mila Powell,Female,Red Tomatoes,1899.99,35,Pakistan,51,Pakistan,1899.99
187559,2019-04-01 09:12:00,16,1,69,58,Jack Ross,Male,Sony A7 III Mirrorless Camera,1999.99,21,Sony Corporation,6,Photo World,1999.99
177668,2019-04-01 09:20:00,18,1,8,60,Sophia Davis,Female,Razer Blade 15 Gaming Laptop,1799.99,40,Razer Inc.,5,InnoTech,1799.99
186090,2019-04-01 09:04:00,51,1,28,56,Madison Wright,Female,MacBook Pro M2,1999.99,16,Apple Inc.,2,Tech Haven,1999.99
176743,2019-04-01 09:17:00,52,1,63,59,Aaron Gray,Male,ROCCAT Vulcan Pro Mechanical Gaming Keyboard,199.99,32,ROCCAT (Turtle Beach),4,Game Zone,199.99
181217,2019-04-01 09:10:00,78,1,76,57,Audrey Perry,Female,Lenovo Yoga C930 2-in-1 Laptop,1199.99,7,Lenovo Group,2,Tech Haven,1199.99
185539,2019-04-01 09:25:00,46,1,42,62,Hannah Turner,Female,MSI GS66 Stealth Gaming Laptop,1999.99,27,MSI (Micro-Star International),5,InnoTech,1999.99
181460,2019-04-01 09:26:00,50,1,78,63,Ariana Peterson,Female,Jabra Elite 85t True Wireless Earbuds,229.99,5,Jabra,3,Sound Zone,229.99
178715,2019-04-01 09:28:00,56,1,79,64,Levi Cox,Male,HP Omen 15 Gaming Laptop,1299.99,19,HP Inc.,5,InnoTech,1299.99
185014,2019-04-01 09:22:00,81,1,55,61,Jonathan Bailey,Male,Acer Predator X34 Curved Gaming Monitor,999.99,6,Acer Inc.,4,Game Zone,999.99
182961,2019-04-01 09:31:00,85,2,7,65,James Miller,Male,HP Pavilion 27xw Monitor,249.99,19,HP Inc.,2,Tech Haven,499.98
188101,2019-04-01 09:32:00,23,1,38,66,Grace Campbell,Female,Google Pixel 6,699.99,8,Google LLC,1,Electro Mart,699.99
248153,2019-04-01 09:39:00,67,1,31,68,Matthew Adams,Male,GoPro HERO9 Black Action Camera,449.99,36,GoPro Inc.,6,Photo World,449.99
248154,2019-04-01 09:39:00,68,1,16,69,Emma Harris,Female,Garmin Instinct Solar Smartwatch,399.99,39,Garmin Ltd.,7,Health Zone,399.99
177739,2019-04-01 09:39:00,71,1,86,70,Sofia Simmons,Female,Dell G5 Gaming Desktop,1299.99,1,Dell Technologies,5,InnoTech,1299.99
192261,2019-04-01 09:35:00,82,1,3,67,Michael Johnson,Male,Apple Watch SE,279.99,16,Apple Inc.,7,Health Zone,279.99
189144,2019-04-01 09:43:00,5,1,68,72,Ellie Sanders,Female,iPad Air,599.99,16,Apple Inc.,2,Tech Haven,599.99
182763,2019-04-01 09:43:00,45,1,35,71,Samuel Mitchell,Male,Google Nest Hub (2nd Gen),99.99,8,Google LLC,1,Electro Mart,99.99
182639,2019-04-01 09:43:00,46,1,52,73,Victoria Morgan,Female,MSI GS66 Stealth Gaming Laptop,1999.99,27,MSI (Micro-Star International),5,InnoTech,1999.99
189504,2019-04-01 09:46:00,57,1,54,74,Aubrey Cooper,Female,Sony Alpha 7C Mirrorless Camera,1799.99,21,Sony Corporation,6,Photo World,1799.99
179454,2019-04-01 09:48:00,80,1,29,75,Sebastian Green,Male,Anker Soundcore Flare+ Portable Speaker,99.99,25,Anker Innovations,3,Sound Zone,99.99
181734,2019-04-01 09:56:00,30,1,19,79,Mason Garcia,Male,Samsung Galaxy Buds Pro,199.99,37,Samsung Electronics,3,Sound Zone,199.99
185223,2019-04-01 09:52:00,34,1,8,76,Sophia Davis,Female,HP Spectre x360 Laptop,1399.99,19,HP Inc.,2,Tech Haven,1399.99
187068,2019-04-01 09:56:00,61,1,80,78,Caroline Morgan,Female,Samsung Galaxy Watch 4 Classic,349.99,37,Samsung Electronics,7,Health Zone,349.99
185601,2019-04-01 09:58:00,65,1,98,80,Paisley Roberts,Female,JBL Charge 4 Portable Bluetooth Speaker,149.99,14,JBL,3,Sound Zone,149.99
185279,2019-04-01 09:52:00,96,1,25,77,Daniel Allen,Male,Nikon Z6 Mirrorless Camera,1999.99,29,Nikon Corporation,6,Photo World,1999.99
189314,2019-04-01 10:02:00,4,1,83,84,Dylan Patterson,Male,Sony WH-1000XM4 Headphones,349.99,21,Sony Corporation,3,Sound Zone,349.99
188230,2019-04-01 10:05:00,35,1,54,85,Aubrey Cooper,Female,LG C1 OLED 4K TV,2799.99,4,LG Electronics,1,Electro Mart,2799.99
186785,2019-04-01 10:00:00,45,1,78,83,Ariana Peterson,Female,Google Nest Hub (2nd Gen),99.99,8,Google LLC,1,Electro Mart,99.99
189474,2019-04-01 10:00:00,71,1,15,82,Lucas White,Male,Dell G5 Gaming Desktop,1299.99,1,Dell Technologies,5,InnoTech,1299.99
185606,2019-04-01 09:59:00,94,1,88,81,Hazel Hayes,Female,Bose SoundLink Revolve+ Bluetooth Speaker,299.99,23,Bose Corporation,3,Sound Zone,299.99
190973,2019-04-01 10:08:00,12,1,72,86,Mila Powell,Female,Logitech G Pro X Mechanical Gaming Keyboard,149.99,11,Logitech,4,Game Zone,149.99
248155,2019-04-01 10:17:00,24,1,69,90,Jack Ross,Male,ASUS ROG Swift PG279Q Gaming Monitor,699.99,13,ASUS,4,Game Zone,699.99
177868,2019-04-01 10:17:00,42,1,4,89,Emily Brown,Female,Sony Xperia 1 III,1299.99,21,Sony Corporation,1,Electro Mart,1299.99
189489,2019-04-01 10:12:00,43,1,52,88,Victoria Morgan,Female,DJI Osmo Pocket 2,349.99,2,DJI,6,Photo World,349.99
178217,2019-04-01 10:09:00,93,5,3,87,Michael Johnson,Male,Alienware AW2521HFL Gaming Monitor,499.99,12,Alienware (Dell),4,Game Zone,2499.95
248156,2019-04-01 10:17:00,15,1,7,91,James Miller,Male,Microsoft Surface Laptop 4,1299.99,26,Microsoft Corporation,2,Tech Haven,1299.99
177554,2019-04-01 10:21:00,17,1,20,94,Amelia Gonzalez,Female,Garmin Venu 2 Smartwatch,399.99,39,Garmin Ltd.,7,Health Zone,399.99
185041,2019-04-01 10:18:00,31,1,26,92,Abigail King,Female,MacBook Air M2,1199.99,16,Apple Inc.,2,Tech Haven,1199.99
188618,2019-04-01 10:18:00,47,1,7,93,James Miller,Male,Fujifilm X-T4 Mirrorless Camera,1499.99,10,Fujifilm Holdings Corporation,6,Photo World,1499.99
180356,2019-04-01 10:22:00,96,1,67,95,Adam James,Male,Nikon Z6 Mirrorless Camera,1999.99,29,Nikon Corporation,6,Photo World,1999.99
193252,2019-04-01 10:26:00,18,1,24,99,Ella Young,Female,Razer Blade 15 Gaming Laptop,1799.99,40,Razer Inc.,5,InnoTech,1799.99
177316,2019-04-01 10:25:00,33,1,63,98,Aaron Gray,Male,OnePlus 9 Pro,899.99,22,OnePlus Technology,1,Electro Mart,899.99
187689,2019-04-01 10:27:00,43,1,13,100,Noah Moore,Male,DJI Osmo Pocket 2,349.99,2,DJI,6,Photo World,349.99
190846,2019-04-01 10:23:00,65,1,81,96,Connor Bryant,Male,JBL Charge 4 Portable Bluetooth Speaker,149.99,14,JBL,3,Sound Zone,149.99
189674,2019-04-01 10:23:00,87,2,72,97,Mila Powell,Female,Beats Powerbeats Pro Wireless Earphones,249.99,34,Beats by Dre (Apple Inc.),3,Sound Zone,499.98
184559,2019-04-01 10:34:00,25,1,98,103,Paisley Roberts,Female,JBL Flip 5 Portable Bluetooth Speaker,99.99,14,JBL,3,Sound Zone,99.99
184275,2019-04-01 10:34:00,27,1,88,104,Hazel Hayes,Female,GoPro HERO10 Black Action Camera,499.99,36,GoPro Inc.,6,Photo World,499.99
183505,2019-04-01 10:35:00,31,1,49,105,Nathan Rogers,Male,MacBook Air M2,1199.99,16,Apple Inc.,2,Tech Haven,1199.99
248157,2019-04-01 10:31:00,34,1,100,101,Genesis Mitchell,Female,HP Spectre x360 Laptop,1399.99,19,HP Inc.,2,Tech Haven,1399.99
248158,2019-04-01 10:31:00,63,1,51,102,Ryan Cook,Male,Google Pixel Buds A-Series,99.99,8,Google LLC,3,Sound Zone,99.99
188522,2019-04-01 10:36:00,24,1,15,108,Lucas White,Male,ASUS ROG Swift PG279Q Gaming Monitor,699.99,13,ASUS,4,Game Zone,699.99
248159,2019-04-01 10:36:00,25,1,25,106,Daniel Allen,Male,JBL Flip 5 Portable Bluetooth Speaker,99.99,14,JBL,3,Sound Zone,99.99
248160,2019-04-01 10:36:00,25,1,48,109,Zoe Morris,Female,JBL Flip 5 Portable Bluetooth Speaker,99.99,14,JBL,3,Sound Zone,99.99
193619,2019-04-01 10:36:00,37,1,6,107,Olivia Martinez,Female,Lenovo Legion 5 Gaming Laptop,999.99,7,Lenovo Group,5,InnoTech,999.99
181183,2019-04-01 10:39:00,90,2,59,110,Isaiah Howard,Male,Apple AirPods (3rd generation),179.99,16,Apple Inc.,3,Sound Zone,359.98
185962,2019-04-01 10:48:00,12,1,91,115,Brandon Ward,Male,Logitech G Pro X Mechanical Gaming Keyboard,149.99,11,Logitech,4,Game Zone,149.99
181718,2019-04-01 10:42:00,75,1,42,113,Hannah Turner,Female,Ring Video Doorbell Pro 2,249.99,28,Ring (Amazon),1,Electro Mart,249.99
186439,2019-04-01 10:41:00,87,1,7,112,James Miller,Male,Beats Powerbeats Pro Wireless Earphones,249.99,34,Beats by Dre (Apple Inc.),3,Sound Zone,249.99
189887,2019-04-01 10:43:00,99,2,49,114,Nathan Rogers,Male,Jabra Elite 75t True Wireless Earbuds,149.99,5,Jabra,3,Sound Zone,299.98
183899,2019-04-01 10:40:00,100,1,33,111,Aiden Hill,Male,Microsoft Surface Pro 7,799.99,26,Microsoft Corporation,2,Tech Haven,799.99
188515,2019-04-01 10:51:00,3,1,61,119,Thomas Brooks,Male,Samsung QLED 4K Smart TV,1499.99,37,Samsung Electronics,1,Electro Mart,1499.99
182408,2019-04-01 10:48:00,63,1,93,116,Cole Flores,Male,Google Pixel Buds A-Series,99.99,8,Google LLC,3,Sound Zone,99.99
180517,2019-04-01 10:48:00,84,1,33,117,Aiden Hill,Male,OnePlus Nord 2,499.99,22,OnePlus Technology,1,Electro Mart,499.99
188365,2019-04-01 10:51:00,94,1,1,118,John Doe,Male,Bose SoundLink Revolve+ Bluetooth Speaker,299.99,23,Bose Corporation,3,Sound Zone,299.99
177881,2019-04-01 10:52:00,98,1,92,120,Aurora Carter,Female,MSI Optix MAG321CQR Curved Gaming Monitor,499.99,27,MSI (Micro-Star International),4,Game Zone,499.99
193989,2019-04-01 10:57:00,19,2,78,122,Ariana Peterson,Female,Nikon D850 DSLR Camera,2999.99,29,Nikon Corporation,6,Photo World,5999.98
177513,2019-04-01 11:00:00,46,1,41,124,Caleb Edwards,Male,MSI GS66 Stealth Gaming Laptop,1999.99,27,MSI (Micro-Star International),5,InnoTech,1999.99
176722,2019-04-01 10:57:00,63,1,37,121,David Roberts,Male,Google Pixel Buds A-Series,99.99,8,Google LLC,3,Sound Zone,99.99
186696,2019-04-01 11:01:00,84,1,53,125,Christian Bell,Male,OnePlus Nord 2,499.99,22,OnePlus Technology,1,Electro Mart,499.99
191809,2019-04-01 10:57:00,96,1,61,123,Thomas Brooks,Male,Nikon Z6 Mirrorless Camera,1999.99,29,Nikon Corporation,6,Photo World,1999.99
186047,2019-04-01 11:04:00,30,2,16,126,Emma Harris,Female,Samsung Galaxy Buds Pro,199.99,37,Samsung Electronics,3,Sound Zone,399.98
179717,2019-04-01 11:09:00,37,1,6,129,Olivia Martinez,Female,Lenovo Legion 5 Gaming Laptop,999.99,7,Lenovo Group,5,InnoTech,999.99
180818,2019-04-01 11:05:00,42,1,13,128,Noah Moore,Male,Sony Xperia 1 III,1299.99,21,Sony Corporation,1,Electro Mart,1299.99
189210,2019-04-01 11:11:00,57,1,55,130,Jonathan Bailey,Male,Sony Alpha 7C Mirrorless Camera,1799.99,21,Sony Corporation,6,Photo World,1799.99
189776,2019-04-01 11:04:00,73,1,33,127,Aiden Hill,Male,Apple iPad Pro (12.9-inch),1099.99,16,Apple Inc.,2,Tech Haven,1099.99
189793,2019-04-01 11:20:00,19,1,67,134,Adam James,Male,Nikon D850 DSLR Camera,2999.99,29,Nikon Corporation,6,Photo World,2999.99
177611,2019-04-01 11:19:00,71,1,11,132,Liam Anderson,Male,Dell G5 Gaming Desktop,1299.99,1,Dell Technologies,5,InnoTech,1299.99
186159,2019-04-01 11:21:00,84,1,42,135,Hannah Turner,Female,OnePlus Nord 2,499.99,22,OnePlus Technology,1,Electro Mart,499.99
191691,2019-04-01 11:17:00,92,1,95,131,Sean Ramirez,Male,Amazon Echo Show 10 (3rd Gen),249.99,20,Amazon.com  Inc.,1,Electro Mart,249.99
178104,2019-04-01 11:20:00,92,1,52,133,Victoria Morgan,Female,Amazon Echo Show 10 (3rd Gen),249.99,20,Amazon.com  Inc.,1,Electro Mart,249.99
182801,2019-04-01 11:21:00,4,1,56,136,Addison Rivera,Female,Sony WH-1000XM4 Headphones,349.99,21,Sony Corporation,3,Sound Zone,349.99
181965,2019-04-01 11:25:00,12,2,65,138,Joseph Peterson,Male,Logitech G Pro X Mechanical Gaming Keyboard,149.99,11,Logitech,4,Game Zone,299.98
191161,2019-04-01 11:26:00,24,3,52,139,Victoria Morgan,Female,ASUS ROG Swift PG279Q Gaming Monitor,699.99,13,ASUS,4,Game Zone,2099.9700000000003
185581,2019-04-01 11:28:00,28,1,8,140,Sophia Davis,Female,Fitbit Versa 3 Smartwatch,229.99,18,Fitbit Inc.,7,Health Zone,229.99
182520,2019-04-01 11:24:00,37,2,7,137,James Miller,Male,Lenovo Legion 5 Gaming Laptop,999.99,7,Lenovo Group,5,InnoTech,1999.98
176981,2019-04-01 11:29:00,21,1,58,143,Layla Cox,Female,DJI Mavic Air 2 Drone,799.99,2,DJI,6,Photo World,799.99
178175,2019-04-01 11:28:00,28,1,90,141,Violet Morales,Female,Fitbit Versa 3 Smartwatch,229.99,18,Fitbit Inc.,7,Health Zone,229.99
192349,2019-04-01 11:29:00,45,1,92,144,Aurora Carter,Female,Google Nest Hub (2nd Gen),99.99,8,Google LLC,1,Electro Mart,99.99
181903,2019-04-01 11:28:00,52,2,4,142,Emily Brown,Female,ROCCAT Vulcan Pro Mechanical Gaming Keyboard,199.99,32,ROCCAT (Turtle Beach),4,Game Zone,399.98
193698,2019-04-01 11:30:00,84,1,71,145,Owen Foster,Male,OnePlus Nord 2,499.99,22,OnePlus Technology,1,Electro Mart,499.99
193679,2019-04-01 11:37:00,37,1,42,150,Hannah Turner,Female,Lenovo Legion 5 Gaming Laptop,999.99,7,Lenovo Group,5,InnoTech,999.99
177176,2019-04-01 11:36:00,42,1,72,149,Mila Powell,Female,Sony Xperia 1 III,1299.99,21,Sony Corporation,1,Electro Mart,1299.99
190434,2019-04-01 11:30:00,88,1,35,146,Samuel Mitchell,Male,Dell Inspiron 14 Laptop,799.99,1,Dell Technologies,2,Tech Haven,799.99
190624,2019-04-01 11:36:00,95,1,9,148,Benjamin Wilson,Male,Lenovo ThinkPad X1 Carbon Gen 9 Laptop,1899.99,7,Lenovo Group,2,Tech Haven,1899.99
193611,2019-04-01 11:30:00,100,1,56,147,Addison Rivera,Female,Microsoft Surface Pro 7,799.99,26,Microsoft Corporation,2,Tech Haven,799.99
181423,2019-04-01 11:42:00,36,1,33,152,Aiden Hill,Male,Anker Soundcore Liberty Air 2 Pro Earbuds,129.99,25,Anker Innovations,3,Sound Zone,129.99
182214,2019-04-01 11:43:00,55,1,36,154,Evelyn Perez,Female,Sonos Roam Portable Bluetooth Speaker,169.99,41,Sonos Inc.,3,Sound Zone,169.99
190878,2019-04-01 11:38:00,62,1,56,151,Addison Rivera,Female,Logitech MX Master 3 Wireless Mouse,99.99,11,Logitech,2,Tech Haven,99.99
181915,2019-04-01 11:42:00,64,1,80,153,Caroline Morgan,Female,MSI Optix MAG271CQR Curved Gaming Monitor,399.99,27,MSI (Micro-Star International),4,Game Zone,399.99
193641,2019-04-01 11:46:00,89,1,39,155,Elijah Phillips,Male,Canon EOS-1D X Mark III DSLR Camera,6499.99,15,Canon Inc.,6,Photo World,6499.99
189487,2019-04-01 11:50:00,53,1,33,160,Aiden Hill,Male,OnePlus Buds Pro,149.99,22,OnePlus Technology,3,Sound Zone,149.99
248161,2019-04-01 11:49:00,59,1,98,156,Paisley Roberts,Female,NVIDIA GeForce RTX 3080 Graphics Card,699.99,24,NVIDIA Corporation,5,InnoTech,699.99
176677,2019-04-01 11:50:00,64,1,44,159,Samantha Collins,Female,MSI Optix MAG271CQR Curved Gaming Monitor,399.99,27,MSI (Micro-Star International),4,Game Zone,399.99
248162,2019-04-01 11:49:00,83,1,58,157,Layla Cox,Female,HyperX Alloy FPS Pro Mechanical Gaming Keyboard,69.99,17,HyperX (Kingston Technology),4,Game Zone,69.99
193201,2019-04-01 11:50:00,90,1,38,158,Grace Campbell,Female,Apple AirPods (3rd generation),179.99,16,Apple Inc.,3,Sound Zone,179.99
182939,2019-04-01 11:53:00,17,1,20,162,Amelia Gonzalez,Female,Garmin Venu 2 Smartwatch,399.99,39,Garmin Ltd.,7,Health Zone,399.99
181761,2019-04-01 11:58:00,46,2,57,164,Hunter Richardson,Male,MSI GS66 Stealth Gaming Laptop,1999.99,27,MSI (Micro-Star International),5,InnoTech,3999.98
187787,2019-04-01 11:52:00,54,1,13,161,Noah Moore,Male,Dell Alienware AW3420DW Curved Gaming Monitor,1199.99,12,Alienware (Dell),4,Game Zone,1199.99
180015,2019-04-01 11:59:00,76,1,63,165,Aaron Gray,Male,ASUS TUF Gaming VG279QM Monitor,349.99,13,ASUS,4,Game Zone,349.99
191865,2019-04-01 11:58:00,100,1,86,163,Sofia Simmons,Female,Microsoft Surface Pro 7,799.99,26,Microsoft Corporation,2,Tech Haven,799.99
183225,2019-04-01 12:02:00,10,1,12,167,Mia Taylor,Female,Fitbit Charge 5,179.99,18,Fitbit Inc.,7,Health Zone,179.99
188166,2019-04-01 12:06:00,54,1,62,170,Lillian Diaz,Female,Dell Alienware AW3420DW Curved Gaming Monitor,1199.99,12,Alienware (Dell),4,Game Zone,1199.99
181666,2019-04-01 12:05:00,76,1,18,168,Charlotte Thompson,Female,ASUS TUF Gaming VG279QM Monitor,349.99,13,ASUS,4,Game Zone,349.99
191850,2019-04-01 12:06:00,83,1,88,169,Hazel Hayes,Female,HyperX Alloy FPS Pro Mechanical Gaming Keyboard,69.99,17,HyperX (Kingston Technology),4,Game Zone,69.99
30308,2019-04-01 12:00:00,101,1,61,166,Thomas Brooks,Male,Red Tomatoes,1899.99,35,Pakistan,51,Pakistan,1899.99
184190,2019-04-01 12:21:00,19,1,96,175,Scarlett Price,Female,Nikon D850 DSLR Camera,2999.99,29,Nikon Corporation,6,Photo World,2999.99
